legacy_url,new_url
/proyecto.php?id=97,/proyectos/tapial-santa-elena/
/proyecto.php?id=39,/proyectos/tapial-sisado-conchalio/
/proyecto.php?id=36,/proyectos/tapial-sobre-muro-de-piedra/
/proyecto.php?id=71,/proyectos/tapial-volcan-san-salvador/
/proyecto.php?id=120,/proyectos/terraza-21-00-m2/
/proyecto.php?id=126,/proyectos/tonacatepeque/
/proyecto.php?id=119,/proyectos/zacatecoluca/
/proyectos.php,/proyectos/
/servicios.php,/servicios/
/compania.php,/empresa/
/contactenos.php,/contacto/
